Date,Open,High,Low,Close,Adj Close,Volume,SMA_20,vol,upper,lower,daily_returns,excess_returns,rsi,signal,shiftedclose
2016-02-12,199.46665954589844,203.43333435058594,199.23333740234375,200.06666564941406,159.39208984375,13195534,209.35166549682617,5.070018311885189,219.49170212059656,199.2116288730558,0.005191605171262603,0.005151922631580063,21.78303869012261,Buy,199.03334045410156
2016-02-15,202.0,204.0,198.93333435058594,202.46665954589844,161.3041534423828,12016135,209.01166534423828,5.298861383902351,219.60938811204298,198.41394257643358,0.011995975462190112,0.011956292922507572,33.859851581044595,0,200.06666564941406
2016-02-16,203.0,204.0,195.76666259765625,197.0,156.9488983154297,10581429,208.34833221435548,5.926681758935626,220.20169573222674,196.49496869648422,-0.027000266478003687,-0.027039949017686228,23.810906642612792,0,202.46665954589844
2016-02-17,197.6666717529297,201.1999969482422,192.6999969482422,199.89999389648438,159.25930786132812,13094395,207.8749984741211,6.212220940686815,220.29944035549474,195.45055659274746,0.014720775811086328,0.01468109327140379,35.9177159373789,0,197.0
2016-02-18,201.0,204.46665954589844,200.56666564941406,203.63333129882812,162.233642578125,9389506,207.7583320617676,6.271572677893089,220.30147741755377,195.2151867059814,0.018676049499013914,0.018636366959331373,48.54817377887083,0,199.89999389648438
2016-02-19,203.3333282470703,204.06666564941406,200.6666717529297,203.03334045410156,161.75564575195312,6927288,207.69666595458983,6.313634323714888,220.32393460201962,195.06939730716005,-0.002946348356455686,-0.0029860308961382255,46.77038293616411,0,203.63333129882812
2016-02-22,201.76666259765625,201.76666259765625,195.60000610351562,199.89999389648438,159.25930786132812,14704284,207.39999923706054,6.541098547853172,220.48219633276688,194.3178021413542,-0.015432771320100014,-0.015472453859782553,38.04065338938122,0,203.03334045410156
2016-02-23,198.63333129882812,198.63333129882812,195.10000610351562,195.86666870117188,156.04595947265625,8856930,206.87999954223633,7.030979199983123,220.94195794220258,192.8180411422701,-0.02017683256208691,-0.02021651510176945,29.52746749061258,0,199.89999389648438
2016-02-24,195.3333282470703,196.93333435058594,190.6666717529297,191.73333740234375,152.75296020507812,13820902,206.0349998474121,7.784348039994751,221.60369592740162,190.4663037674226,-0.021102752539742364,-0.021142435079424905,23.155005415614596,0,195.86666870117188
2016-02-25,189.73333740234375,193.53334045410156,189.3333282470703,190.8000030517578,152.0093994140625,14568018,204.9566665649414,8.335354181455596,221.6273749278526,188.2859582020302,-0.0048677340852665285,-0.004907416624949069,21.875736012885383,0,191.73333740234375
2016-02-26,192.6666717529297,194.6666717529297,190.10000610351562,193.96665954589844,154.53225708007812,12006186,203.9816665649414,8.427499569918496,220.8366657047784,187.12666742510442,0.016596721490514943,0.016557038950832402,36.2218423865328,0,190.8000030517578
2016-02-29,193.3333282470703,201.10000610351562,178.6666717529297,197.10000610351562,157.02859497070312,76486230,203.01166687011718,8.017293222103065,219.0462533143233,186.97708042591105,0.016154154076267746,0.016114471536585205,47.63871437395513,0,193.96665954589844
2016-03-01,203.3333282470703,218.0,203.3333282470703,216.89999389648438,172.80311584472656,64902460,203.04833297729493,8.082037938769899,219.21240885483473,186.88425709975513,0.10045635877316794,0.10041667623348541,77.78869315029795,0,197.10000610351562
2016-03-02,218.6666717529297,222.60000610351562,212.3000030517578,213.03334045410156,169.7225799560547,23765316,202.96833343505858,7.96844961905653,218.90523267317164,187.03143419694553,-0.017826853836593548,-0.01786653637627609,68.540149894284,0,216.89999389648438
2016-03-03,215.3333282470703,216.6666717529297,211.1666717529297,212.10000610351562,168.97900390625,9848283,202.8466667175293,7.799357597930897,218.4453819133911,187.24795152166752,-0.0043811262472984724,-0.0044208087869810125,66.25833392693389,0,213.03334045410156
2016-03-04,213.3333282470703,214.5,209.8333282470703,210.13333129882812,167.4121551513672,11380186,202.55500030517578,7.380734105727881,217.31646851663155,187.79353209372002,-0.009272446390748645,-0.009312128930431185,61.11374134870519,0,212.10000610351562
2016-03-08,210.6666717529297,216.0,210.6666717529297,213.5,170.09434509277344,12623628,202.7216667175293,7.596153476321019,217.91397367017134,187.52935976488726,0.016021476690154968,0.015981794150472427,66.46289549678477,0,210.13333129882812
2016-03-09,211.3333282470703,213.8000030517578,208.46665954589844,213.26666259765625,169.90846252441406,20128458,202.9716667175293,7.865746405783828,218.70315952909695,187.24017390596165,-0.00109282038893177,-0.0011325029286143097,65.7111116495168,0,213.5
2016-03-10,213.1666717529297,214.53334045410156,208.56666564941406,210.73333740234375,167.89015197753906,13399833,203.20833358764648,8.031129792329116,219.2705931723047,187.14607400298826,-0.011878811195675354,-0.011918493735357893,57.27120093217242,0,213.26666259765625
2016-03-11,210.73333740234375,214.6666717529297,210.0,214.1999969482422,170.6520538330078,11699415,203.9666664123535,8.326769106765937,220.62020462588538,187.31312819882163,0.016450648372980492,0.01641096583329795,64.71352830039318,0,210.73333740234375
2016-03-14,215.0,217.3333282470703,214.6666717529297,216.6999969482422,172.643798828125,7422849,204.79833297729493,8.737279193718917,222.27289136473277,187.3237745898571,0.01167138015851954,0.011631697618837,69.33556243473546,0,214.1999969482422
2016-03-15,217.3333282470703,217.3333282470703,210.0,211.0,168.10263061523438,15608775,205.225,8.82533429924574,222.87566859849147,187.57433140150852,-0.02630368564475094,-0.02634336818443348,51.0429249820793,0,216.6999969482422
2016-03-16,211.03334045410156,215.60000610351562,210.6666717529297,214.6999969482422,171.05039978027344,9367686,206.1099998474121,8.844577381073762,223.79915460955962,188.42084508526457,0.01753553263414509,0.01749585009446255,59.3888353685664,0,211.0
2016-03-17,215.5,216.6666717529297,214.3333282470703,215.76666259765625,171.90020751953125,12552097,206.9033332824707,8.9689635460702,224.8412603746111,188.9654061903303,0.004968171605266303,0.004928489065583763,61.65048988798764,0,214.6999969482422
2016-03-18,216.93333435058594,217.86666870117188,214.6666717529297,216.5,172.48446655273438,13850509,207.5466667175293,9.181014092780956,225.9086949030912,189.18463853196738,0.003398826805585786,0.0033591442659032466,63.335058073544175,0,215.76666259765625
2016-03-21,217.8333282470703,224.13333129882812,217.5,220.96665954589844,176.0430450439453,16159554,208.44333267211914,9.583909960630363,227.61115259337987,189.2755127508584,0.020631298355918704,0.020591615816236163,72.24586031070737,0,216.5
2016-03-22,219.0,220.53334045410156,214.8333282470703,215.43333435058594,171.6346435546875,19048381,209.21999969482422,9.484010159161462,228.18802001314714,190.2519793765013,-0.02504161120456283,-0.02508129374424537,53.07179605701295,0,220.96665954589844
2016-03-23,216.6666717529297,216.73333740234375,213.56666564941406,216.1666717529297,172.2189178466797,15421408,210.2349998474121,9.05632324355761,228.34764633452733,192.12235336029687,0.0034041745879003216,0.003364492048217782,54.97234655558135,0,215.43333435058594
2016-03-28,218.0,219.86666870117188,213.53334045410156,214.96665954589844,171.26284790039062,16439958,211.39666595458985,7.984888855054674,227.3664436646992,195.4268882444805,-0.005551480396248976,-0.005591162935931516,50.92267532567885,0,216.1666717529297
2016-03-29,214.10000610351562,218.03334045410156,212.6666717529297,213.3333282470703,169.96156311035156,18008062,212.52333221435546,6.347611035940514,225.2185542862365,199.82811014247443,-0.007598173252356011,-0.007637855792038551,45.45360294163454,0,214.96665954589844
2016-03-30,213.73333740234375,219.5,213.73333740234375,218.23333740234375,173.86538696289062,13899990,213.73666610717774,4.72597317976581,223.18861246670937,204.2847197476461,0.0229688629658249,0.022929180426142358,60.66288762206878,0,213.3333282470703
2016-03-31,217.1999969482422,221.6666717529297,216.60000610351562,218.8333282470703,174.34339904785156,27471111,214.82333221435547,2.8092167080451027,220.44176563044567,209.20489879826528,0.00274932287162466,0.00270964033194212,62.21111853520439,0,218.23333740234375
2016-04-01,217.39999389648438,224.53334045410156,217.0,224.03334045410156,178.48622131347656,14300010,215.17999954223632,3.4634160815211747,222.10683170527867,208.25316737919397,0.023762426844092577,0.023722744304410036,73.18664572992618,0,218.8333282470703
2016-04-04,218.0,222.0,217.36666870117188,220.46665954589844,175.6446533203125,13682421,215.55166549682616,3.616393123415676,222.7844517436575,208.3188792499948,-0.01592037733923113,-0.01596005987891367,59.06638057050718,Sell,224.03334045410156
2016-04-05,218.73333740234375,220.23333740234375,216.13333129882812,217.63333129882812,173.38739013671875,8631652,215.8283317565918,3.549471278615546,222.9272743138229,208.72938919936072,-0.012851305980133176,-0.012890988519815716,49.890589344817144,0,220.46665954589844
2016-04-06,217.89999389648438,219.26666259765625,216.6666717529297,217.26666259765625,173.09524536132812,6636907,216.18499832153321,3.2964712027457117,222.77794072702463,209.5920559160418,-0.0016849251560927536,-0.0017246076957752932,48.71534771717099,0,217.63333129882812
2016-04-07,218.0,218.0,212.6666717529297,212.96665954589844,169.66943359375,10026688,216.15833129882813,3.3213978612865818,222.8011270214013,209.51553557625496,-0.019791483933755072,-0.019831166473437613,36.586793149069685,0,217.26666259765625
2016-04-08,213.0,214.96665954589844,212.6666717529297,214.13333129882812,170.59893798828125,4800859,216.20166473388673,3.287162531784629,222.775989797456,209.62733967031747,0.0054783255583725765,0.0054386430186900364,41.3416176007239,0,212.96665954589844
2016-04-11,214.6666717529297,218.86666870117188,211.3333282470703,218.1666717529297,173.81227111816406,13833052,216.573331451416,3.047857215354784,222.66904588212557,210.47761702070645,0.0188355986723876,0.018795916132705058,55.25900838234874,0,214.13333129882812
2016-04-12,216.6666717529297,217.10000610351562,214.0,214.93333435058594,171.23631286621094,5958261,216.6099983215332,3.022104731353422,222.65420778424004,210.56578885882635,-0.014820347466732664,-0.014860030006415203,44.990334696821236,0,218.1666717529297
2016-04-13,216.6666717529297,221.8000030517578,216.3333282470703,220.8333282470703,175.93678283691406,11937850,216.8166648864746,3.1664642215763585,223.14959332962732,210.48373644332187,0.02745019378206104,0.027410511242378498,60.900228157611544,0,214.93333435058594
2016-04-18,223.3333282470703,225.56666564941406,220.6999969482422,223.60000610351562,178.1409912109375,14199514,217.4466651916504,3.201525439362091,223.84971607037457,211.04361431292622,0.012528411276376827,0.012488728736694288,66.37297103777006,0,220.8333282470703
2016-04-20,223.56666564941406,225.53334045410156,221.73333740234375,223.6666717529297,178.194091796875,8999022,217.89499893188477,3.41721470120985,224.72942833430446,211.06056952946508,0.0002980817922733081,0.00025839925259076843,66.50851805097862,0,223.60000610351562
2016-04-21,223.73333740234375,224.3333282470703,218.39999389648438,219.96665954589844,175.2462921142578,6944757,218.10499877929686,3.4085784457741473,224.92215567084517,211.28784188774856,-0.016542634230417796,-0.016582316770100337,52.432385179794885,0,223.6666717529297
2016-04-22,217.3000030517578,220.76666259765625,216.3000030517578,217.1999969482422,173.0421142578125,6273474,218.13999862670897,3.3947966441322213,224.92959191497343,211.35040533844452,-0.01257760052924961,-0.01261728306893215,44.06428124992335,0,219.96665954589844
2016-04-25,214.1999969482422,217.0,213.60000610351562,213.96665954589844,170.4661407470703,6089986,217.78999862670898,3.448454939889852,224.6869085064887,210.89308874692927,-0.014886396423152148,-0.014926078962834688,36.00545446631388,0,217.1999969482422
2016-04-26,208.8000030517578,218.89999389648438,208.3333282470703,218.26666259765625,173.89193725585938,14466172,217.9316650390625,3.4044625710785934,224.7405901812197,211.1227398969053,0.020096639096629065,0.020056956556946524,50.463495991560436,0,213.96665954589844
2016-04-27,217.36666870117188,223.0,217.36666870117188,222.36666870117188,177.15838623046875,9318708,218.2416648864746,3.5157465377367103,225.27315796194802,211.2101718110012,0.018784361288719298,0.018744678749036757,60.63851015237786,0,218.26666259765625
2016-04-28,220.0,221.3333282470703,214.36666870117188,215.26666259765625,171.5018310546875,19474996,218.2566650390625,3.5016498305547983,225.2599647001721,211.25336537795292,-0.03192936725232143,-0.03196904979200397,42.4984645866782,0,222.36666870117188
2016-04-29,215.43333435058594,217.39999389648438,213.39999389648438,216.63333129882812,172.59068298339844,10331436,218.4216651916504,3.3310417640130434,225.08374871967646,211.75958166362432,0.006348923052394317,0.006309240512711777,46.214988163630494,0,215.26666259765625
2016-05-02,215.5,216.0,212.93333435058594,214.10000610351562,170.57240295410156,3262546,218.214998626709,3.4687172964787236,225.15243321966645,211.27756403375153,-0.01169402655119578,-0.011733709090878319,40.40586248709074,0,216.63333129882812
2016-05-03,214.39999389648438,215.63333129882812,209.3333282470703,210.6999969482422,167.86361694335938,10711707,217.80833206176757,3.8483992487789176,225.5051305593254,210.11153356420974,-0.01588056428724338,-0.015920246826925923,33.60319962304257,0,214.10000610351562
2016-05-04,210.0,213.0,206.76666259765625,208.43333435058594,166.0577850341797,6165228,217.0283317565918,4.0934170635082365,225.21516588360828,208.84149762957531,-0.010757732628798422,-0.010797415168480961,29.61453499070032,0,210.6999969482422
2016-05-05,208.0,213.53334045410156,207.73333740234375,211.76666259765625,168.7134246826172,6332542,216.59333190917968,4.170344986783354,224.93402188274638,208.25264193561298,0.01599226225913397,0.01595257971945143,41.80464587072936,Buy,208.43333435058594
2016-05-06,208.63333129882812,212.93333435058594,204.0,211.8000030517578,168.739990234375,15583725,216.30166549682616,4.2958779860528296,224.89342146893182,207.7099095247205,0.00015745962010904613,0.00011777708042650645,41.92536770195688,0,211.76666259765625
2016-05-09,213.3333282470703,217.26666259765625,213.0,216.53334045410156,172.51101684570312,8528998,216.26499938964844,4.290334004682225,224.84566739901288,207.684331380284,0.022348149991535893,0.022308467451853352,57.09003426094446,0,211.8000030517578
2016-05-10,216.6666717529297,217.3333282470703,214.46665954589844,215.6666717529297,171.82054138183594,8246721,216.4,4.223037061934694,224.84607412386939,207.95392587613063,-0.004002500689476274,-0.004042183229158814,53.99229351258035,0,216.53334045410156
2016-05-11,213.3333282470703,214.5,210.73333740234375,212.0,168.89932250976562,10740996,216.2933334350586,4.3093622460174235,224.91205792709346,207.67460894302374,-0.017001569478113265,-0.017041252017795806,42.331068784230034,0,215.6666717529297
2016-05-12,212.6999969482422,214.06666564941406,210.06666564941406,212.13333129882812,169.00552368164062,5568478,215.9916664123535,4.381886266805112,224.75543894596373,207.2278938787433,0.0006287838831848802,0.0005891013435023406,42.86948956819696,0,212.0
2016-05-13,212.0,214.46665954589844,210.10000610351562,212.89999389648438,169.6163330078125,9440911,215.88999938964844,4.431046367877878,224.7520921254042,207.02790665389267,0.0036141382415550982,0.0035744557018725586,46.32719220565123,0,212.13333129882812
2016-05-16,212.1999969482422,220.0,211.39999389648438,219.60000610351562,174.9541778564453,12970170,215.8283332824707,4.366745517154693,224.5618243167801,207.0948422481613,0.0314701111265443,0.03143042858686176,67.16667587965472,0,212.89999389648438
2016-05-17,220.0,222.3000030517578,219.13333129882812,220.3333282470703,175.53843688964844,11982807,215.66499938964844,4.114565806875245,223.89413100339894,207.43586777589795,0.00333949746363027,0.0032998149239477303,68.7597905176294,0,219.60000610351562
2016-05-18,218.39999389648438,223.1999969482422,217.1999969482422,221.8000030517578,176.70692443847656,7615393,215.57166595458983,3.9410169040745893,223.453699762739,207.68963214644066,0.006656590827242459,0.006616908287559919,72.01835080245866,0,220.3333282470703
2016-05-19,222.6666717529297,222.6666717529297,215.0,216.56666564941406,172.5375518798828,8587776,215.40166625976562,3.8126985078680207,223.02706327550166,207.77626924402958,-0.02359484537373291,-0.02363452791341545,49.78388296083056,0,221.8000030517578
2016-05-20,217.8333282470703,225.8000030517578,216.53334045410156,220.23333740234375,175.4587860107422,20264128,215.5533332824707,3.9460021299075447,223.44533754228578,207.66132902265562,0.016931004868395716,0.016891322328713175,60.13240159499334,0,216.56666564941406
2016-05-23,233.10000610351562,236.3333282470703,226.3333282470703,231.23333740234375,184.22242736816406,52818604,216.41666717529296,5.252998195609501,226.92266356651197,205.91067078407394,0.049947007822596756,0.049907325282914215,77.11239026311583,0,220.23333740234375
2016-05-24,232.0,234.53334045410156,231.10000610351562,232.03334045410156,184.8597869873047,15668553,217.10500106811523,6.304834156559171,229.71466938123356,204.4953327549969,0.003459728699952924,0.0034200461602703846,77.93264328883926,Sell,231.23333740234375
2016-05-25,233.60000610351562,238.3000030517578,233.23333740234375,237.36666870117188,189.10879516601562,9955492,217.85500106811523,7.70122263049421,233.25744632910366,202.4525558071268,0.022985032320754106,0.022945349781071565,82.84971602886114,Sell,232.03334045410156
2016-05-26,237.3333282470703,242.6666717529297,235.73333740234375,241.63333129882812,192.50802612304688,12589417,219.17333450317383,9.32121858333418,237.8157716698422,200.53089733650546,0.017975001924406042,0.0179353193847235,85.87184504298074,Sell,237.36666870117188
2016-05-27,241.96665954589844,242.60000610351562,237.46665954589844,239.53334045410156,190.83499145507812,10520235,220.3183349609375,10.343253348428421,241.00484165779434,199.63182826408067,-0.008690726831822482,-0.008730409371505021,77.77708981877586,Sell,241.63333129882812
2016-05-30,235.60000610351562,239.0,235.1999969482422,237.6666717529297,190.40769958496094,7362553,221.4966682434082,10.923665029706733,243.34399830282166,199.64933818399476,-0.0022390645806577014,-0.002278747120340241,70.67108086460476,0,239.53334045410156
2016-05-31,237.3333282470703,239.63333129882812,232.8333282470703,234.03334045410156,187.49684143066406,14496537,222.66333541870117,10.955845565503052,244.57502654970727,200.75164428769506,-0.015287502347025805,-0.015327184886708345,58.242228116235154,0,237.6666717529297
2016-06-01,235.3333282470703,241.46665954589844,235.3333282470703,240.93333435058594,193.02479553222656,11949324,224.28833541870117,11.142776559444508,246.5738885375902,202.00278229981214,0.029482918535493008,0.029443235995810467,70.18979016676403,0,234.03334045410156
2016-06-02,239.89999389648438,240.3333282470703,235.46665954589844,238.6666717529297,191.2088623046875,13199892,225.63333587646486,11.175234980446305,247.98380583735747,203.28286591557224,-0.009407771797048103,-0.009447454336730643,63.075639517350865,0,240.93333435058594
2016-06-03,239.89999389648438,239.89999389648438,235.03334045410156,235.93333435058594,189.01905822753906,7107487,226.84000244140626,10.90253386300261,248.64507016741146,205.03493471540105,-0.011452419363591204,-0.011492101903273743,55.00773923805842,0,238.6666717529297
2016-06-06,235.8000030517578,237.96665954589844,234.23333740234375,237.06666564941406,189.92701721191406,7409499,227.86666870117188,10.84754673917976,249.5617621795314,206.17157522281235,0.004803531415768614,0.004763848876086074,57.69980761368977,0,235.93333435058594
2016-06-07,238.0,242.5,238.0,241.8333282470703,193.74586486816406,10599804,229.1750015258789,10.876602344494252,250.92820621486743,207.4217968368904,0.020106921660276722,0.02006723912059418,67.51102772591412,0,237.06666564941406
2016-06-08,242.6666717529297,243.3333282470703,240.46665954589844,241.86666870117188,193.77255249023438,7329513,230.6683349609375,10.435783419395541,251.53990179972857,209.79676812214643,0.00013774550537370978,9.806296569117009e-05,67.5741540261651,0,241.8333282470703
2016-06-09,241.73333740234375,241.96665954589844,235.06666564941406,236.06666564941406,189.12583923339844,11617669,231.8650016784668,9.531557902056836,250.92811748258046,212.80188587435313,-0.023980244865020928,-0.02401992740470347,48.074493908414055,0,241.86666870117188
2016-06-10,235.36666870117188,239.10000610351562,233.36666870117188,233.8000030517578,187.30990600585938,10749394,232.91000213623047,8.424255443515587,249.75851302326166,216.0614912491993,-0.00960171933618248,-0.009641401875865018,42.344160937165846,0,236.06666564941406
2016-06-13,232.39999389648438,235.6999969482422,230.43333435058594,233.26666259765625,186.88262939453125,11732890,233.5933349609375,7.820438314145879,249.23421158922926,217.95245833264576,-0.0022811212735046604,-0.0023208038131872,40.9654237706121,0,233.8000030517578
2016-06-14,233.93333435058594,236.0,231.86666870117188,235.53334045410156,188.6985626220703,7558314,234.35333557128905,7.176018826578837,248.70537322444673,220.00129791813137,0.009716971734732072,0.009677289195049532,49.372433098267216,0,233.26666259765625
2016-06-15,236.0,240.0,235.8333282470703,239.6999969482422,192.03672790527344,9523287,235.2483352661133,6.622886233787058,248.4941077336874,222.00256279853917,0.017690464817630147,0.017650782277947606,61.47456267636055,0,235.53334045410156
2016-06-16,239.60000610351562,239.60000610351562,234.06666564941406,236.60000610351562,189.55313110351562,8721843,236.25000228881837,4.953177168273006,246.15635662536437,226.34364795227236,-0.012932926054556093,-0.012972608594238632,50.66236122524682,0,239.6999969482422
2016-06-17,236.89999389648438,240.46665954589844,236.89999389648438,239.89999389648438,192.19692993164062,8980354,237.23333511352538,3.2734605293995194,243.7802561723244,230.68641405472636,0.013947534460305056,0.013907851920622516,59.71363893195676,0,236.60000610351562
2016-06-20,240.3333282470703,240.6666717529297,236.73333740234375,238.6999969482422,191.23558044433594,8686213,237.6066680908203,2.9643398757272545,243.5353478422748,231.6779883393658,-0.005001898249085479,-0.005041580788768019,55.28766518900645,0,239.89999389648438
2016-06-21,238.3333282470703,239.8000030517578,237.0,239.0,191.47589111328125,6657388,237.95500106811522,2.669630199890781,243.29426146789677,232.61574066833367,0.0012566211182403197,0.0012169385785577801,56.26027384880302,0,238.6999969482422
2016-06-22,237.3000030517578,239.43333435058594,235.03334045410156,236.46665954589844,189.44631958007812,8912035,237.91000061035157,2.6875943789351417,243.28518936822186,232.53481185248128,-0.010599619207424804,-0.010639301747107343,46.09893742660886,0,239.0
2016-06-23,236.6666717529297,241.0,236.6666717529297,240.1666717529297,192.4105987548828,8657764,237.83666763305663,2.5992096580834003,243.03508694922343,232.63824831688984,0.015647066574717483,0.015607384035034944,59.058800105566974,0,236.46665954589844
2016-06-24,235.03334045410156,240.06666564941406,233.46665954589844,236.06666564941406,189.12583923339844,12047383,237.66333389282227,2.595697277146812,242.8547284471159,232.47193933852864,-0.017071614260028012,-0.017111296799710553,44.75111118755615,0,240.1666717529297
2016-06-27,236.06666564941406,240.93333435058594,236.06666564941406,239.3000030517578,191.71624755859375,10245025,237.74500045776367,2.6213749804562103,242.9877504186761,232.50225049685125,0.013696744642060832,0.013657062102378293,55.05524820752734,0,236.06666564941406
2016-06-28,240.0,246.10000610351562,239.3000030517578,245.6666717529297,196.81695556640625,15696559,238.32666702270507,3.0154886594096095,244.3576443415243,232.29568970388584,0.026605507215832436,0.026565824676149895,68.8032570578305,0,239.3000030517578
2016-06-29,246.63333129882812,246.63333129882812,242.6666717529297,244.1999969482422,195.64190673828125,11554816,238.4900001525879,3.243925504329537,244.97785116124697,232.00214914392882,-0.005970262189776365,-0.006009944729458905,63.43888166912102,0,245.6666717529297
2016-06-30,245.3333282470703,247.8000030517578,244.10000610351562,245.60000610351562,196.76351928710938,20901951,238.8366668701172,3.613246217826865,246.06315930577094,231.61017443446346,0.005732987208760809,0.005693304669078269,66.43636922519323,0,244.1999969482422
2016-07-01,243.3000030517578,259.75,242.60000610351562,252.35000610351562,202.1713104248047,27944232,239.65750045776366,4.6382906239256085,248.9340817056149,230.38091920991243,0.027483708145128682,0.02744402560544614,77.23484860565766,0,245.60000610351562
2016-07-04,254.0,254.0,244.0,244.89999389648438,196.20272827148438,13996866,240.04916687011718,4.737667198590929,249.52450126729903,230.57383247293532,-0.02952239929977729,-0.029562081839459832,54.15746930229143,Sell,252.35000610351562
2016-07-05,245.85000610351562,247.0,242.1999969482422,243.5500030517578,195.12115478515625,8989659,240.13500061035157,4.786986705972021,249.70897402229562,230.56102719840752,-0.00551253030911758,-0.00555221284880012,50.85340628465468,0,244.89999389648438
2016-07-07,244.5,248.64999389648438,243.89999389648438,247.0,197.8851318359375,8960871,240.39166717529298,5.016822125146534,250.42531142558605,230.35802292499991,0.014165440204700452,0.014125757665017913,58.59922854466314,0,243.5500030517578
2016-07-08,247.39999389648438,247.39999389648438,242.5,245.85000610351562,196.96380615234375,6899736,240.88083419799804,5.049771847927435,250.9803778938529,230.78129050214318,-0.004655861079838952,-0.004695543619521492,55.12407882558316,0,247.0
2016-07-11,248.3000030517578,251.60000610351562,246.75,249.14999389648438,199.60763549804688,7268008,241.64833374023436,5.083323819671396,251.81498137957715,231.48168610089158,0.013422919658945931,0.013383237119263392,62.73417878744977,0,245.85000610351562
2016-07-12,250.9499969482422,251.9499969482422,247.0,248.39999389648438,199.00672912597656,4143359,242.40500030517578,4.89277156398947,252.19054343315472,232.61945717719684,-0.0030104378050016534,-0.003050120344684193,59.9610112380977,0,249.14999389648438
2016-07-13,248.4499969482422,249.1999969482422,246.0,247.10000610351562,197.9652557373047,4343149,242.98333358764648,4.7182681958733435,252.41986997939318,233.54679719589979,-0.005233357652004833,-0.005273040191687373,54.91208438948923,0,248.39999389648438
2016-07-14,247.0,251.0,245.10000610351562,248.6999969482422,199.24708557128906,6091985,243.43333358764647,4.816796167613197,253.06692592287285,233.7997412524201,0.006475024262264206,0.006435341722581666,59.8991305508246,0,247.10000610351562
2016-07-15,249.0,252.5500030517578,247.5500030517578,248.85000610351562,199.36727905273438,9345945,244.04583358764648,4.6790227990419,253.4038791857303,234.68778798956268,0.0006032383414829035,0.0005635558018003638,60.39201766372168,0,248.6999969482422
2016-07-18,249.0500030517578,249.9499969482422,247.60000610351562,248.89999389648438,199.40733337402344,6825393,244.49583358764647,4.692080215831809,253.8799940193101,235.11167315598286,0.00020090719740650798,0.0001612246577239683,60.5857376902652,0,248.85000610351562
2016-07-19,249.0,250.0,245.60000610351562,249.0500030517578,199.5275421142578,6721210,245.01333389282226,4.588826957801369,254.190987808425,235.8356799772195,0.0006028300875420278,0.0005631475478594882,61.26791570319231,0,248.89999389648438
2016-07-20,249.0500030517578,252.0,247.9499969482422,250.25,200.4888916015625,9312596,245.57583389282226,4.501600221533773,254.57903433588982,236.5726334497547,0.0048181292523223895,0.0047784467126398495,66.78622650223926,0,249.0500030517578
2016-07-21,253.0,253.5,246.5,250.60000610351562,200.76930236816406,11716926,246.28250122070312,4.086572115251733,254.45564545120658,238.10935699019967,0.0013986349286565503,0.0013589523889740106,68.36382325602553,0,250.25
